,Currency,Name,Units per EUR,EUR per unit,Date,Rate,Change
83,ALL,Albanian Lek,117.31220245810468,0.0085242624300496,2022-12-01,,
84,XCD,East Caribbean Dollar,2.835570761610116,0.3526626856006133,2022-12-01,,
85,GTQ,Guatemalan Quetzal,8.22092761302739,0.1216407742619383,2022-12-01,,
86,NPR,Nepalese Rupee,136.44279438120395,0.0073290788607431,2022-12-01,,
87,BOB,Bolivian Bolíviano,7.259016487588412,0.1377597091437685,2022-12-01,,
88,ZWD,Zimbabwean Dollar,379.9271303616223,0.0026320836815422,2022-12-01,,
89,BBD,Barbadian or Bajan Dollar,2.0996249260106232,0.4762755421750695,2022-12-01,,
90,CUC,Cuban Convertible Peso,1.0498124630053116,0.9525510843501392,2022-12-01,,
91,LAK,Lao Kip,18097.25621785114,5.5256995202e-05,2022-12-01,,
92,BND,Bruneian Dollar,1.4225275898649132,0.7029740632974032,2022-12-01,,
93,BWP,Botswana Pula,13.53512700905842,0.073881833493749,2022-12-01,,
94,HNL,Honduran Lempira,25.86928190655188,0.0386558855252465,2022-12-01,,
95,PYG,Paraguayan Guarani,7579.297006034429,0.0001319383577664,2022-12-01,,
96,ETB,Ethiopian Birr,55.99472927951331,0.0178588237297875,2022-12-01,,
97,NAD,Namibian Dollar,18.536711494714297,0.0539470013483863,2022-12-01,,
98,PGK,Papua New Guinean Kina,3.677640853502512,0.2719134466454548,2022-12-01,,
99,SDG,Sudanese Pound,596.1836533465587,0.0016773354894698,2022-12-01,,
100,MOP,Macau Pataca,8.410183197150442,0.1189034741049187,2022-12-01,,
101,BMD,Bermudian Dollar,1.0498124630053116,0.9525510843501392,2022-12-01,,
102,NIO,Nicaraguan Cordoba,38.24690442652923,0.0261459068385772,2022-12-01,,
103,BAM,Bosnian Convertible Mark,1.95583,0.5112918811962185,2022-12-01,,
104,KZT,Kazakhstani Tenge,491.13725852084127,0.0020360906908421,2022-12-01,,
105,PAB,Panamanian Balboa,1.0498124630053116,0.9525510843501392,2022-12-01,,
106,GYD,Guyanese Dollar,219.40150203102215,0.0045578539378395,2022-12-01,,
107,YER,Yemeni Rial,262.7653248237445,0.0038056771785652,2022-12-01,,
108,MGA,Malagasy Ariary,4569.839037423448,0.0002188260881424,2022-12-01,,
109,KYD,Caymanian Dollar,0.8608351532165861,1.1616625973781534,2022-12-01,,
110,MZN,Mozambican Metical,67.00073991550066,0.0149252083075675,2022-12-01,,
111,RSD,Serbian Dinar,117.33922019560433,0.0085222996908706,2022-12-01,,
112,SCR,Seychellois Rupee,15.122873644064097,0.066124998696429,2022-12-01,,
113,AMD,Armenian Dram,411.5158220241409,0.0024300402231954,2022-12-01,,
114,AZN,Azerbaijan Manat,1.785877273376176,0.5599488917340406,2022-12-01,,
115,SBD,Solomon Islander Dollar,8.66448489765313,0.1154136699194733,2022-12-01,,
116,SLL,Sierra Leonean Leone,19320.470452073358,5.17585740202e-05,2022-12-01,,
117,TOP,Tongan Pa'anga,2.4723000673520006,0.4044816457377146,2022-12-01,,
118,BZD,Belizean Dollar,2.1159362220744504,0.4726040367226221,2022-12-01,,
119,GMD,Gambian Dalasi,65.04155031752782,0.0153747872724139,2022-12-01,,
120,MWK,Malawian Kwacha,1080.0338505766226,0.000925896905422,2022-12-01,,
121,BIF,Burundian Franc,2158.80694649642,0.0004632188170521,2022-12-01,,
122,HTG,Haitian Gourde,146.83227730985877,0.0068104916597439,2022-12-01,,
123,SOS,Somali Shilling,593.4763475466405,0.0016849871172353,2022-12-01,,
124,GNF,Guinean Franc,9032.00285954534,0.0001107174140166,2022-12-01,,
125,MNT,Mongolian Tughrik,3594.693055727284,0.0002781878687546,2022-12-01,,
126,MVR,Maldivian Rufiyaa,16.17744687786129,0.0618144511646329,2022-12-01,,
127,CDF,Congolese Franc,2146.7230045513907,0.0004658262840058,2022-12-01,,
128,STN,Sao Tomean Dobra,24.575175362394827,0.0406914695522461,2022-12-01,,
129,TJS,Tajikistani Somoni,10.511798513879445,0.095131199354671,2022-12-01,,
130,KPW,North Korean Won,944.739636069197,0.0010584926913416,2022-12-01,,
131,KGS,Kyrgyzstani Som,88.65531477773074,0.0112796396076999,2022-12-01,,
132,LRD,Liberian Dollar,161.67569784026168,0.0061852214857177,2022-12-01,,
133,LSL,Basotho Loti,18.536711494714297,0.0539470013483863,2022-12-01,,
134,MMK,Burmese Kyat,2203.498371990287,0.0004538237979712,2022-12-01,,
135,GIP,Gibraltar Pound,0.8570724624755482,1.1667624895001565,2022-12-01,,
136,XPT,Platinum Ounce,0.0010069926351968,993.05592220591,2022-12-01,,
137,MDL,Moldovan Leu,20.368430806480024,0.0490955837246853,2022-12-01,,
138,CUP,Cuban Peso,25.204891211590738,0.0396748389669755,2022-12-01,,
139,KHR,Cambodian Riel,4330.293396803169,0.0002309312345298,2022-12-01,,
140,MKD,Macedonian Denar,61.690494469736514,0.0162099527422424,2022-12-01,,
141,VUV,Ni-Vanuatu Vatu,124.26740242971648,0.0080471626544667,2022-12-01,,
142,ANG,Dutch Guilder,1.8786624960846567,0.5322935876370088,2022-12-01,,
143,MRU,Mauritanian Ouguiya,39.82829662742893,0.0251077772507931,2022-12-01,,
144,SZL,Swazi Lilangeni,18.536711494714297,0.0539470013483863,2022-12-01,,
145,CVE,Cape Verdean Escudo,110.27,0.0090686496780629,2022-12-01,,
146,SRD,Surinamese Dollar,33.34559143270277,0.0299889717661231,2022-12-01,,
147,SVC,Salvadoran Colon,9.185859051296475,0.1088629810685873,2022-12-01,,
