,Unnamed: 0.1,Unnamed: 0,Currency,Name,Units per EUR,EUR per unit,Date,Rate,Change
320,2996.0,20.0,IDR,Indonesian Rupiah,16252.450004614157,6.15291848131e-05,2022-11-17,,
321,3182.0,20.0,IDR,Indonesian Rupiah,16201.545046560364,6.17225083858e-05,2022-11-18,,
322,3368.0,20.0,IDR,Indonesian Rupiah,16200.568443305558,6.17262291443e-05,2022-11-19,,
323,3554.0,20.0,IDR,Indonesian Rupiah,16173.139541427769,6.1830913994e-05,2022-11-20,,
324,3740.0,20.0,IDR,Indonesian Rupiah,16095.675723207432,6.21284882471e-05,2022-11-21,,
325,3926.0,20.0,IDR,Indonesian Rupiah,16093.6116799234,6.21364563709e-05,2022-11-22,,
326,4112.0,20.0,IDR,Indonesian Rupiah,16205.16158459431,6.17087336512e-05,2022-11-23,,
327,4298.0,20.0,IDR,Indonesian Rupiah,16289.46611560634,6.13893661647e-05,2022-11-24,,
328,4484.0,20.0,IDR,Indonesian Rupiah,16330.64351019635,6.12345740922e-05,2022-11-25,,
329,4670.0,20.0,IDR,Indonesian Rupiah,16322.01721308801,6.12669369811e-05,2022-11-26,,
330,4856.0,20.0,IDR,Indonesian Rupiah,16290.927817081234,6.13838580115e-05,2022-11-27,,
331,5042.0,20.0,IDR,Indonesian Rupiah,16345.565783803931,6.11786715263e-05,2022-11-28,,
332,5228.0,20.0,IDR,Indonesian Rupiah,16283.788240585716,6.14107715738e-05,2022-11-29,,
333,5414.0,20.0,IDR,Indonesian Rupiah,16203.000833710068,6.17169628183e-05,2022-11-30,,
334,,,IDR,Indonesian Rupiah,16203.000833710068,6.17169628183e-05,2022-11-30,,
335,,,IDR,Indonesian Rupiah,16169.349546831738,6.18454067743e-05,2022-12-01,,
336,,,IDR,Indonesian Rupiah,16168.44484259819,6.18488673298e-05,2022-12-02,,
337,,,IDR,Indonesian Rupiah,16271.791183558857,6.14560492277e-05,2022-12-03,,
338,,,IDR,Indonesian Rupiah,16389.919354043963,6.10131129018e-05,2022-12-04,,
339,,,IDR,Indonesian Rupiah,16238.514326219763,6.15819883463e-05,2022-12-05,,
340,,,IDR,Indonesian Rupiah,16409.472160801473,6.09404123545e-05,2022-12-06,,
341,,,IDR,Indonesian Rupiah,16431.80453186347,6.08575885905e-05,2022-12-07,,
342,,,IDR,Indonesian Rupiah,16451.40093171585,6.07850969136e-05,2022-12-08,,
343,,,IDR,Indonesian Rupiah,16440.499796200354,6.08254014413e-05,2022-12-09,,
344,,,IDR,Indonesian Rupiah,16439.649121164442,6.08285488716e-05,2022-12-10,,
